"tick","Total","Ave TSM"
653.1,18,0.508124
654.1,18,0.507916
655.1,18,0.507708
656.1,18,0.5075
657.1,18,0.507293
658.1,18,0.507086
659.1,18,0.506879
660.1,18,0.506672
661.1,18,0.506465
662.1,18,0.506259
663.1,18,0.506052
664.1,18,0.505846
665.1,18,0.50564
666.1,18,0.505435
667.1,18,0.505229
668.1,18,0.505024
669.1,18,0.504819
670.1,18,0.504614
671.1,17,0.50441
672.1,17,0.504205
673.1,17,0.504001
674.1,17,0.503797
675.1,17,0.503593
676.1,17,0.50339
677.1,17,0.503186
678.1,17,0.502983
679.1,17,0.50278
680.1,17,0.502577
681.1,17,0.502375
682.1,17,0.502172
683.1,17,0.50197
684.1,18,0.501768
685.1,18,0.501567
686.1,18,0.501365
687.1,18,0.501164
688.1,18,0.500962
689.1,18,0.500761
690.1,18,0.500561
691.1,18,0.50036
692.1,18,0.50016
693.1,18,0.49996
694.1,18,0.49976
695.1,18,0.49956
696.1,18,0.49936
697.1,18,0.499161
698.1,18,0.498962
699.1,18,0.498763
700.1,18,0.498564
701.1,18,0.498366
702.1,18,0.498167
703.1,18,0.497969
704.1,18,0.497771
705.1,18,0.497573
706.1,18,0.497376
707.1,18,0.497178
708.1,18,0.496981
709.1,18,0.496784
710.1,18,0.496587
711.1,18,0.496391
712.1,18,0.496194
713.1,18,0.495998
714.1,18,0.495802
715.1,18,0.495606
716.1,18,0.495411
717.1,18,0.495215
718.1,18,0.49502
719.1,18,0.494825
720.1,18,0.49463
721.1,18,0.494436
722.1,18,0.494241
723.1,17,0.494047
724.1,17,0.493853
725.1,17,0.493659
726.1,17,0.493465
727.1,17,0.493272
728.1,17,0.493079
729.1,17,0.492886
730.1,17,0.492693
731.1,17,0.4925
732.1,17,0.492308
733.1,17,0.492115
734.1,17,0.491923
735.1,17,0.491731
736.1,18,0.49154
737.1,18,0.491348
738.1,18,0.491157
739.1,18,0.490965
740.1,18,0.490774
741.1,18,0.490584
742.1,18,0.490393
743.1,18,0.490203
744.1,18,0.490013
745.1,18,0.489823
746.1,18,0.489633
747.1,18,0.489443
748.1,18,0.489254
749.1,18,0.489064
750.1,18,0.488875
751.1,18,0.488686
752.1,18,0.488498
753.1,18,0.488309
754.1,18,0.488121
755.1,18,0.487933
756.1,18,0.487745
757.1,18,0.487557
758.1,18,0.48737
759.1,18,0.487182
